Place,District,Month,Season,Weekend,Weather,Visitor_Count_Level,Visitor_Type,Foreign_Tourists,Kids_Visitors,Senior_Citizens,Business_Activity
Tarkarli Beach,Sindhudurg,June,Monsoon,Yes,Humid,Medium,Students,No,Medium,Low,Low
Pratapgad Fort,Satara,July,Monsoon,No,Rainy,Low,Families,No,Low,Low,Low
Shani Shingnapur,Ahmednagar,August,Monsoon,No,Rainy,Low,Families,No,Low,High,Low
Gateway of India,Mumbai,October,Post-Monsoon,No,Clear,Medium,Foreign Tourists,Yes,Low,Low,High
Kaas Plateau,Satara,October,Post-Monsoon,No,Clear,Medium,Students,No,Low,Low,High
Lonavala,Pune,April,Summer,No,Humid,Low,Solo Travelers,No,Medium,Low,Medium
Matheran,Raigad,August,Monsoon,No,Humid,Low,Foreign Tourists,No,Low,Low,Medium
Lonavala,Pune,September,Monsoon,Yes,Humid,High,Couples,No,Medium,Low,Medium
Tarkarli Beach,Sindhudurg,April,Summer,No,Warm,Low,Foreign Tourists,No,Medium,Low,Medium
Shani Shingnapur,Ahmednagar,February,Winter,No,Cool,Medium,Solo Travelers,No,Low,High,Low
Bhimashankar Temple,Pune,May,Summer,No,Warm,Low,Foreign Tourists,No,Medium,High,Medium
Lonavala,Pune,March,Summer,Yes,Humid,Medium,Solo Travelers,No,High,Low,Medium
Panchgani,Satara,February,Winter,No,Cool,Medium,Students,No,Low,Low,Medium
Tarkarli Beach,Sindhudurg,January,Winter,Yes,Cool,High,Families,No,Medium,Low,Medium
Ajanta Caves,Aurangabad,April,Summer,No,Warm,Low,Foreign Tourists,Yes,Medium,Low,High
Pratapgad Fort,Satara,January,Winter,Yes,Pleasant,High,Students,No,Medium,Low,Low
Aga Khan Palace,Pune,April,Summer,No,Hot,Low,Students,Yes,Medium,Low,High
Shani Shingnapur,Ahmednagar,December,Winter,Yes,Pleasant,High,Families,No,Medium,High,High
Ellora Caves,Aurangabad,March,Summer,No,Hot,Low,Solo Travelers,Yes,Medium,Low,High
Daulatabad Fort,Aurangabad,September,Monsoon,No,Humid,Low,Couples,No,Low,Low,Low
Mahabaleshwar,Satara,February,Winter,No,Pleasant,Medium,Families,No,Low,Low,Low
Matheran,Raigad,January,Winter,No,Cool,Medium,Families,No,Low,Low,Low
Matheran,Raigad,June,Monsoon,No,Rainy,Low,Families,No,Low,Low,High
Matheran,Raigad,March,Summer,Yes,Warm,Medium,Couples,No,High,Low,Low
Gateway of India,Mumbai,July,Monsoon,No,Rainy,Low,Couples,No,Low,Low,High
Elephanta Caves,Mumbai,January,Winter,No,Cool,Medium,Foreign Tourists,Yes,Low,Low,Low
Kaas Plateau,Satara,July,Monsoon,Yes,Humid,Medium,Couples,No,Medium,Low,High
Ajanta Caves,Aurangabad,November,Post-Monsoon,No,Clear,Medium,Foreign Tourists,Yes,Low,Low,Medium
Mahabaleshwar,Satara,September,Monsoon,No,Rainy,High,Students,No,Low,Low,Medium
Aga Khan Palace,Pune,July,Monsoon,No,Humid,Low,Foreign Tourists,No,Low,Low,Low
Kaas Plateau,Satara,July,Monsoon,Yes,Rainy,Medium,Foreign Tourists,No,Medium,Low,High
Panchgani,Satara,August,Monsoon,No,Humid,Low,Solo Travelers,No,Low,Low,Low
Panchgani,Satara,September,Monsoon,Yes,Rainy,Medium,Students,No,Medium,Low,Low
Khandala,Pune,November,Post-Monsoon,Yes,Clear,High,Families,No,Medium,Low,Medium
Ellora Caves,Aurangabad,October,Post-Monsoon,Yes,Pleasant,High,Students,Yes,Medium,Low,High
Elephanta Caves,Mumbai,June,Monsoon,Yes,Humid,Medium,Students,No,Medium,Low,Medium
Daulatabad Fort,Aurangabad,January,Winter,Yes,Pleasant,High,Foreign Tourists,No,Medium,Low,Low
Trimbakeshwar Temple,Nashik,July,Monsoon,Yes,Rainy,Medium,Foreign Tourists,No,Medium,High,High
Elephanta Caves,Mumbai,April,Summer,No,Hot,Low,Students,Yes,Medium,Low,Medium
Aga Khan Palace,Pune,December,Winter,Yes,Pleasant,High,Students,Yes,Medium,Low,High
Matheran,Raigad,October,Post-Monsoon,Yes,Clear,High,Students,No,Medium,Low,High
Elephanta Caves,Mumbai,June,Monsoon,No,Rainy,Low,Solo Travelers,No,Low,Low,High
Elephanta Caves,Mumbai,March,Summer,No,Warm,Low,Couples,Yes,Medium,Low,Medium
Ajanta Caves,Aurangabad,October,Post-Monsoon,No,Pleasant,Medium,Families,Yes,Low,Low,Medium
Matheran,Raigad,April,Summer,Yes,Warm,Medium,Students,No,High,Low,Low
Kaas Plateau,Satara,May,Summer,No,Humid,Low,Families,No,Medium,Low,Medium
Trimbakeshwar Temple,Nashik,January,Winter,Yes,Pleasant,High,Foreign Tourists,No,Medium,High,High
Ajanta Caves,Aurangabad,August,Monsoon,No,Humid,Low,Solo Travelers,No,Low,Low,High
Aga Khan Palace,Pune,July,Monsoon,Yes,Humid,Medium,Foreign Tourists,No,Medium,Low,Low
Ajanta Caves,Aurangabad,June,Monsoon,Yes,Rainy,Medium,Couples,No,Medium,Low,Low
Matheran,Raigad,November,Post-Monsoon,No,Clear,Medium,Families,No,Low,Low,High
Aga Khan Palace,Pune,March,Summer,Yes,Warm,Medium,Foreign Tourists,Yes,High,Low,High
Pratapgad Fort,Satara,March,Summer,No,Warm,Low,Solo Travelers,No,Medium,Low,Medium
Bhimashankar Temple,Pune,August,Monsoon,Yes,Rainy,Medium,Students,No,Medium,High,Low
Sindhudurg Fort,Sindhudurg,January,Winter,Yes,Pleasant,High,Couples,No,Medium,Low,High
Pratapgad Fort,Satara,May,Summer,No,Humid,Low,Foreign Tourists,No,Medium,Low,Low
Raigad Fort,Raigad,February,Winter,Yes,Pleasant,High,Foreign Tourists,No,Medium,Low,Low
Shani Shingnapur,Ahmednagar,October,Post-Monsoon,No,Clear,Medium,Foreign Tourists,No,Low,High,Low
Sindhudurg Fort,Sindhudurg,May,Summer,No,Hot,Low,Solo Travelers,No,Medium,Low,Low
Daulatabad Fort,Aurangabad,March,Summer,No,Hot,Low,Solo Travelers,No,Medium,Low,Low
Lonavala,Pune,January,Winter,No,Pleasant,Medium,Couples,No,Low,Low,Low
Khandala,Pune,October,Post-Monsoon,No,Pleasant,Medium,Families,No,Low,Low,Medium
Daulatabad Fort,Aurangabad,January,Winter,Yes,Pleasant,High,Couples,No,Medium,Low,High
Bhimashankar Temple,Pune,May,Summer,Yes,Warm,Medium,Foreign Tourists,No,High,High,Medium
Trimbakeshwar Temple,Nashik,January,Winter,No,Cool,Medium,Couples,No,Low,High,Low
Khandala,Pune,June,Monsoon,Yes,Humid,High,Couples,No,Medium,Low,Medium
Aga Khan Palace,Pune,May,Summer,Yes,Warm,Medium,Solo Travelers,Yes,High,Low,Low
Kaas Plateau,Satara,July,Monsoon,Yes,Rainy,Medium,Couples,No,Medium,Low,High
Gateway of India,Mumbai,October,Post-Monsoon,No,Pleasant,Medium,Families,Yes,Low,Low,High
Lonavala,Pune,November,Post-Monsoon,Yes,Pleasant,High,Couples,No,Medium,Low,Medium
Bhimashankar Temple,Pune,April,Summer,Yes,Humid,Medium,Families,No,High,High,Low
Mahabaleshwar,Satara,June,Monsoon,Yes,Rainy,High,Families,No,Medium,Low,High
Gateway of India,Mumbai,February,Winter,No,Pleasant,Medium,Families,Yes,Low,Low,Low
Daulatabad Fort,Aurangabad,October,Post-Monsoon,Yes,Pleasant,High,Couples,No,Medium,Low,Medium
Kaas Plateau,Satara,October,Post-Monsoon,No,Pleasant,Medium,Students,No,Low,Low,Low
Mahabaleshwar,Satara,February,Winter,Yes,Cool,High,Solo Travelers,No,Medium,Low,Low
Gateway of India,Mumbai,February,Winter,Yes,Cool,High,Families,Yes,Medium,Low,High
Daulatabad Fort,Aurangabad,December,Winter,No,Pleasant,Medium,Students,No,Low,Low,Medium
Bhimashankar Temple,Pune,July,Monsoon,No,Humid,Low,Students,No,Low,High,Medium
Daulatabad Fort,Aurangabad,February,Winter,Yes,Cool,High,Couples,No,Medium,Low,Medium
Lonavala,Pune,July,Monsoon,No,Humid,High,Foreign Tourists,No,Low,Low,Medium
Ellora Caves,Aurangabad,August,Monsoon,Yes,Humid,Medium,Couples,No,Medium,Low,Low
Ellora Caves,Aurangabad,June,Monsoon,Yes,Humid,Medium,Students,No,Medium,Low,High
Shirdi,Ahmednagar,April,Summer,No,Humid,Low,Families,No,Medium,High,High
Sindhudurg Fort,Sindhudurg,December,Winter,Yes,Pleasant,High,Solo Travelers,No,Medium,Low,Low
Ellora Caves,Aurangabad,June,Monsoon,No,Rainy,Low,Foreign Tourists,No,Low,Low,Medium
Pratapgad Fort,Satara,January,Winter,Yes,Pleasant,High,Couples,No,Medium,Low,Low
Pratapgad Fort,Satara,October,Post-Monsoon,No,Pleasant,Medium,Couples,No,Low,Low,Medium
Sindhudurg Fort,Sindhudurg,March,Summer,No,Warm,Low,Foreign Tourists,No,Medium,Low,Medium
Lonavala,Pune,October,Post-Monsoon,Yes,Pleasant,High,Students,No,Medium,Low,High
Bhimashankar Temple,Pune,December,Winter,No,Cool,Medium,Foreign Tourists,No,Low,High,Low
Pratapgad Fort,Satara,April,Summer,Yes,Hot,Medium,Couples,No,High,Low,Medium
Ajanta Caves,Aurangabad,June,Monsoon,Yes,Rainy,Medium,Families,No,Medium,Low,Low
Ajanta Caves,Aurangabad,October,Post-Monsoon,No,Pleasant,Medium,Families,Yes,Low,Low,High
Tarkarli Beach,Sindhudurg,October,Post-Monsoon,No,Clear,Medium,Families,No,Low,Low,High
Raigad Fort,Raigad,May,Summer,No,Hot,Low,Students,No,Medium,Low,Medium
Daulatabad Fort,Aurangabad,November,Post-Monsoon,No,Clear,Medium,Foreign Tourists,No,Low,Low,High
Aga Khan Palace,Pune,December,Winter,No,Pleasant,Medium,Couples,Yes,Low,Low,Medium
Shirdi,Ahmednagar,March,Summer,Yes,Humid,Medium,Families,No,High,High,High
Gateway of India,Mumbai,May,Summer,No,Warm,Low,Solo Travelers,Yes,Medium,Low,Low
Ellora Caves,Aurangabad,December,Winter,Yes,Cool,High,Solo Travelers,Yes,Medium,Low,Medium
Pratapgad Fort,Satara,July,Monsoon,Yes,Rainy,Medium,Foreign Tourists,No,Medium,Low,High
Tarkarli Beach,Sindhudurg,September,Monsoon,No,Humid,Low,Couples,No,Low,Low,Low
Aga Khan Palace,Pune,December,Winter,No,Pleasant,Medium,Couples,Yes,Low,Low,Low
Lonavala,Pune,April,Summer,No,Humid,Low,Students,No,Medium,Low,High
Ellora Caves,Aurangabad,September,Monsoon,Yes,Rainy,Medium,Solo Travelers,No,Medium,Low,High
Tarkarli Beach,Sindhudurg,January,Winter,Yes,Pleasant,High,Couples,No,Medium,Low,Low
Bhimashankar Temple,Pune,September,Monsoon,No,Rainy,Low,Families,No,Low,High,Medium
Daulatabad Fort,Aurangabad,January,Winter,No,Cool,Medium,Couples,No,Low,Low,Low
Elephanta Caves,Mumbai,January,Winter,No,Pleasant,Medium,Foreign Tourists,Yes,Low,Low,High
Pratapgad Fort,Satara,August,Monsoon,Yes,Rainy,Medium,Solo Travelers,No,Medium,Low,Medium
Khandala,Pune,November,Post-Monsoon,Yes,Pleasant,High,Foreign Tourists,No,Medium,Low,Low
Sindhudurg Fort,Sindhudurg,February,Winter,No,Pleasant,Medium,Couples,No,Low,Low,High
Sindhudurg Fort,Sindhudurg,October,Post-Monsoon,Yes,Pleasant,High,Families,No,Medium,Low,High
Kaas Plateau,Satara,March,Summer,Yes,Warm,Medium,Families,No,High,Low,Medium
Trimbakeshwar Temple,Nashik,June,Monsoon,No,Humid,Low,Families,No,Low,High,Medium
Khandala,Pune,June,Monsoon,Yes,Humid,High,Families,No,Medium,Low,High
Aga Khan Palace,Pune,January,Winter,Yes,Cool,High,Solo Travelers,Yes,Medium,Low,Medium
Kaas Plateau,Satara,March,Summer,No,Humid,Low,Families,No,Medium,Low,Medium
Ajanta Caves,Aurangabad,March,Summer,No,Warm,Low,Families,Yes,Medium,Low,Medium
Mahabaleshwar,Satara,January,Winter,No,Pleasant,Medium,Foreign Tourists,No,Low,Low,Medium
Trimbakeshwar Temple,Nashik,November,Post-Monsoon,No,Clear,Medium,Students,No,Low,High,High
Raigad Fort,Raigad,December,Winter,Yes,Cool,High,Solo Travelers,No,Medium,Low,High
Ajanta Caves,Aurangabad,June,Monsoon,Yes,Humid,Medium,Foreign Tourists,No,Medium,Low,High
Bhimashankar Temple,Pune,May,Summer,No,Warm,Low,Solo Travelers,No,Medium,High,Medium
Daulatabad Fort,Aurangabad,September,Monsoon,Yes,Rainy,Medium,Families,No,Medium,Low,Low
Kaas Plateau,Satara,August,Monsoon,Yes,Rainy,Medium,Families,No,Medium,Low,High
Bhimashankar Temple,Pune,August,Monsoon,Yes,Rainy,Medium,Families,No,Medium,High,High
Elephanta Caves,Mumbai,January,Winter,No,Cool,Medium,Foreign Tourists,Yes,Low,Low,Medium
Mahabaleshwar,Satara,November,Post-Monsoon,Yes,Clear,High,Couples,No,Medium,Low,Low
Aga Khan Palace,Pune,December,Winter,Yes,Pleasant,High,Students,Yes,Medium,Low,Low
Shani Shingnapur,Ahmednagar,December,Winter,Yes,Cool,High,Students,No,Medium,High,Low
Aga Khan Palace,Pune,February,Winter,Yes,Cool,High,Foreign Tourists,Yes,Medium,Low,High
Ellora Caves,Aurangabad,September,Monsoon,Yes,Humid,Medium,Families,No,Medium,Low,Medium
Gateway of India,Mumbai,March,Summer,No,Humid,Low,Families,Yes,Medium,Low,Medium
Lonavala,Pune,May,Summer,No,Humid,Low,Students,No,Medium,Low,Medium
Ajanta Caves,Aurangabad,July,Monsoon,No,Rainy,Low,Students,No,Low,Low,High
Trimbakeshwar Temple,Nashik,May,Summer,No,Warm,Low,Families,No,Medium,High,Low
Aga Khan Palace,Pune,April,Summer,No,Humid,Low,Foreign Tourists,Yes,Medium,Low,High
Aga Khan Palace,Pune,June,Monsoon,Yes,Humid,Medium,Foreign Tourists,No,Medium,Low,High
Raigad Fort,Raigad,November,Post-Monsoon,Yes,Pleasant,High,Students,No,Medium,Low,Low
Elephanta Caves,Mumbai,December,Winter,No,Cool,Medium,Solo Travelers,Yes,Low,Low,High
Shani Shingnapur,Ahmednagar,June,Monsoon,No,Rainy,Low,Foreign Tourists,No,Low,High,Medium
Khandala,Pune,December,Winter,No,Pleasant,Medium,Solo Travelers,No,Low,Low,High
Gateway of India,Mumbai,December,Winter,Yes,Cool,High,Students,Yes,Medium,Low,High
Panchgani,Satara,July,Monsoon,Yes,Humid,Medium,Families,No,Medium,Low,High
Aga Khan Palace,Pune,June,Monsoon,No,Rainy,Low,Solo Travelers,No,Low,Low,High
Gateway of India,Mumbai,July,Monsoon,Yes,Rainy,Medium,Students,No,Medium,Low,High
Kaas Plateau,Satara,February,Winter,No,Cool,Medium,Families,No,Low,Low,Low
Ellora Caves,Aurangabad,July,Monsoon,No,Rainy,Low,Students,No,Low,Low,High
Tarkarli Beach,Sindhudurg,September,Monsoon,No,Rainy,Low,Solo Travelers,No,Low,Low,High
Aga Khan Palace,Pune,December,Winter,Yes,Pleasant,High,Couples,Yes,Medium,Low,High
Pratapgad Fort,Satara,February,Winter,Yes,Pleasant,High,Solo Travelers,No,Medium,Low,Low
Panchgani,Satara,October,Post-Monsoon,No,Pleasant,Medium,Foreign Tourists,No,Low,Low,High
Shani Shingnapur,Ahmednagar,January,Winter,Yes,Cool,High,Couples,No,Medium,High,High
Shirdi,Ahmednagar,September,Monsoon,Yes,Humid,Medium,Solo Travelers,No,Medium,High,High
Khandala,Pune,December,Winter,No,Cool,Medium,Solo Travelers,No,Low,Low,High
Tarkarli Beach,Sindhudurg,April,Summer,No,Humid,Low,Students,No,Medium,Low,High
Tarkarli Beach,Sindhudurg,October,Post-Monsoon,Yes,Clear,High,Families,No,Medium,Low,High
Mahabaleshwar,Satara,March,Summer,Yes,Warm,Medium,Foreign Tourists,No,High,Low,Low
Matheran,Raigad,May,Summer,Yes,Warm,Medium,Couples,No,High,Low,Medium
Shani Shingnapur,Ahmednagar,July,Monsoon,Yes,Rainy,Medium,Families,No,Medium,High,Low
Bhimashankar Temple,Pune,May,Summer,Yes,Warm,Medium,Foreign Tourists,No,High,High,Medium
Pratapgad Fort,Satara,April,Summer,No,Humid,Low,Foreign Tourists,No,Medium,Low,High
Bhimashankar Temple,Pune,November,Post-Monsoon,No,Pleasant,Medium,Foreign Tourists,No,Low,High,High
Ajanta Caves,Aurangabad,September,Monsoon,Yes,Rainy,Medium,Couples,No,Medium,Low,Medium
Shirdi,Ahmednagar,June,Monsoon,No,Humid,Low,Students,No,Low,High,High
Shani Shingnapur,Ahmednagar,October,Post-Monsoon,Yes,Clear,High,Students,No,Medium,High,Medium
Matheran,Raigad,December,Winter,No,Pleasant,Medium,Families,No,Low,Low,High
Ajanta Caves,Aurangabad,March,Summer,No,Hot,Low,Families,Yes,Medium,Low,High
Kaas Plateau,Satara,February,Winter,No,Cool,Medium,Families,No,Low,Low,Medium
Ellora Caves,Aurangabad,January,Winter,No,Pleasant,Medium,Solo Travelers,Yes,Low,Low,Low
Ellora Caves,Aurangabad,May,Summer,No,Hot,Low,Foreign Tourists,Yes,Medium,Low,Low
Matheran,Raigad,December,Winter,Yes,Cool,High,Foreign Tourists,No,Medium,Low,Low
Gateway of India,Mumbai,May,Summer,Yes,Hot,Medium,Families,Yes,High,Low,High
Panchgani,Satara,October,Post-Monsoon,No,Pleasant,Medium,Students,No,Low,Low,High
Aga Khan Palace,Pune,November,Post-Monsoon,Yes,Pleasant,High,Couples,Yes,Medium,Low,Low
Aga Khan Palace,Pune,March,Summer,No,Hot,Low,Families,Yes,Medium,Low,Low
Pratapgad Fort,Satara,April,Summer,Yes,Humid,Medium,Solo Travelers,No,High,Low,Low
Mahabaleshwar,Satara,August,Monsoon,No,Humid,High,Students,No,Low,Low,High
Pratapgad Fort,Satara,February,Winter,Yes,Pleasant,High,Solo Travelers,No,Medium,Low,High
Shirdi,Ahmednagar,October,Post-Monsoon,Yes,Clear,High,Solo Travelers,No,Medium,High,High
Shani Shingnapur,Ahmednagar,March,Summer,No,Hot,Low,Solo Travelers,No,Medium,High,Medium
Kaas Plateau,Satara,November,Post-Monsoon,Yes,Clear,High,Foreign Tourists,No,Medium,Low,Medium
Shani Shingnapur,Ahmednagar,July,Monsoon,Yes,Humid,Medium,Solo Travelers,No,Medium,High,Medium
Sindhudurg Fort,Sindhudurg,June,Monsoon,No,Humid,Low,Students,No,Low,Low,Low
Aga Khan Palace,Pune,April,Summer,No,Hot,Low,Couples,Yes,Medium,Low,Medium
Khandala,Pune,January,Winter,No,Cool,Medium,Students,No,Low,Low,Medium
Khandala,Pune,August,Monsoon,Yes,Humid,High,Students,No,Medium,Low,Medium
Raigad Fort,Raigad,October,Post-Monsoon,Yes,Clear,High,Foreign Tourists,No,Medium,Low,Low
Matheran,Raigad,December,Winter,Yes,Pleasant,High,Solo Travelers,No,Medium,Low,Medium
Trimbakeshwar Temple,Nashik,December,Winter,Yes,Pleasant,High,Students,No,Medium,High,Medium
Ajanta Caves,Aurangabad,December,Winter,Yes,Cool,High,Foreign Tourists,Yes,Medium,Low,High
Shani Shingnapur,Ahmednagar,March,Summer,Yes,Humid,Medium,Couples,No,High,High,Medium
Trimbakeshwar Temple,Nashik,January,Winter,No,Pleasant,Medium,Couples,No,Low,High,Medium
Aga Khan Palace,Pune,November,Post-Monsoon,Yes,Clear,High,Foreign Tourists,Yes,Medium,Low,Low
Elephanta Caves,Mumbai,May,Summer,No,Hot,Low,Solo Travelers,Yes,Medium,Low,High
Gateway of India,Mumbai,May,Summer,No,Humid,Low,Families,Yes,Medium,Low,Medium
Mahabaleshwar,Satara,December,Winter,No,Pleasant,Medium,Students,No,Low,Low,Low
Khandala,Pune,September,Monsoon,No,Humid,High,Solo Travelers,No,Low,Low,Low
Trimbakeshwar Temple,Nashik,May,Summer,Yes,Warm,Medium,Solo Travelers,No,High,High,Low
Kaas Plateau,Satara,November,Post-Monsoon,No,Clear,Medium,Students,No,Low,Low,High
Lonavala,Pune,June,Monsoon,Yes,Rainy,High,Foreign Tourists,No,Medium,Low,Low
Ellora Caves,Aurangabad,June,Monsoon,No,Rainy,Low,Families,No,Low,Low,Medium
Khandala,Pune,July,Monsoon,No,Rainy,High,Foreign Tourists,No,Low,Low,High
Matheran,Raigad,December,Winter,Yes,Pleasant,High,Families,No,Medium,Low,High
Trimbakeshwar Temple,Nashik,November,Post-Monsoon,No,Pleasant,Medium,Students,No,Low,High,Low
Shani Shingnapur,Ahmednagar,March,Summer,No,Humid,Low,Students,No,Medium,High,Medium
Lonavala,Pune,October,Post-Monsoon,No,Clear,Medium,Students,No,Low,Low,High
Pratapgad Fort,Satara,August,Monsoon,Yes,Rainy,Medium,Solo Travelers,No,Medium,Low,High
Pratapgad Fort,Satara,March,Summer,Yes,Warm,Medium,Solo Travelers,No,High,Low,High
Sindhudurg Fort,Sindhudurg,January,Winter,Yes,Cool,High,Students,No,Medium,Low,Medium
Panchgani,Satara,June,Monsoon,No,Rainy,Low,Solo Travelers,No,Low,Low,Low
Gateway of India,Mumbai,April,Summer,No,Humid,Low,Couples,Yes,Medium,Low,High
Pratapgad Fort,Satara,November,Post-Monsoon,Yes,Pleasant,High,Students,No,Medium,Low,Low
Aga Khan Palace,Pune,August,Monsoon,No,Rainy,Low,Foreign Tourists,No,Low,Low,Medium
Bhimashankar Temple,Pune,May,Summer,Yes,Warm,Medium,Families,No,High,High,Low
Elephanta Caves,Mumbai,April,Summer,Yes,Humid,Medium,Couples,Yes,High,Low,Medium
Matheran,Raigad,February,Winter,Yes,Pleasant,High,Families,No,Medium,Low,High
Kaas Plateau,Satara,October,Post-Monsoon,Yes,Pleasant,High,Families,No,Medium,Low,Medium
Mahabaleshwar,Satara,February,Winter,No,Pleasant,Medium,Couples,No,Low,Low,Medium
Aga Khan Palace,Pune,July,Monsoon,No,Humid,Low,Foreign Tourists,No,Low,Low,High
Ajanta Caves,Aurangabad,May,Summer,No,Hot,Low,Solo Travelers,Yes,Medium,Low,Low
Khandala,Pune,June,Monsoon,No,Rainy,High,Foreign Tourists,No,Low,Low,Low
Ellora Caves,Aurangabad,December,Winter,Yes,Pleasant,High,Families,Yes,Medium,Low,Medium
Panchgani,Satara,November,Post-Monsoon,No,Pleasant,Medium,Couples,No,Low,Low,Low
Ajanta Caves,Aurangabad,March,Summer,No,Humid,Low,Families,Yes,Medium,Low,Low
Bhimashankar Temple,Pune,August,Monsoon,Yes,Rainy,Medium,Solo Travelers,No,Medium,High,Medium
Daulatabad Fort,Aurangabad,May,Summer,Yes,Warm,Medium,Foreign Tourists,No,High,Low,Medium
Tarkarli Beach,Sindhudurg,July,Monsoon,No,Rainy,Low,Families,No,Low,Low,High
Daulatabad Fort,Aurangabad,May,Summer,No,Hot,Low,Solo Travelers,No,Medium,Low,Low
Sindhudurg Fort,Sindhudurg,March,Summer,No,Humid,Low,Students,No,Medium,Low,Medium
Gateway of India,Mumbai,March,Summer,No,Warm,Low,Students,Yes,Medium,Low,Medium
Trimbakeshwar Temple,Nashik,October,Post-Monsoon,No,Pleasant,Medium,Solo Travelers,No,Low,High,Low
Pratapgad Fort,Satara,April,Summer,Yes,Hot,Medium,Families,No,High,Low,High
Raigad Fort,Raigad,April,Summer,Yes,Warm,Medium,Solo Travelers,No,High,Low,Low
Elephanta Caves,Mumbai,December,Winter,Yes,Pleasant,High,Solo Travelers,Yes,Medium,Low,Medium
Khandala,Pune,July,Monsoon,Yes,Humid,High,Families,No,Medium,Low,Medium
Raigad Fort,Raigad,September,Monsoon,Yes,Humid,Medium,Families,No,Medium,Low,High
Pratapgad Fort,Satara,August,Monsoon,Yes,Humid,Medium,Solo Travelers,No,Medium,Low,High
Daulatabad Fort,Aurangabad,June,Monsoon,Yes,Rainy,Medium,Couples,No,Medium,Low,Low
Lonavala,Pune,August,Monsoon,Yes,Humid,High,Foreign Tourists,No,Medium,Low,High
Gateway of India,Mumbai,December,Winter,Yes,Pleasant,High,Families,Yes,Medium,Low,Medium
Lonavala,Pune,January,Winter,Yes,Cool,High,Families,No,Medium,Low,High
Matheran,Raigad,May,Summer,Yes,Warm,Medium,Students,No,High,Low,Medium
Elephanta Caves,Mumbai,January,Winter,Yes,Pleasant,High,Foreign Tourists,Yes,Medium,Low,Low
Gateway of India,Mumbai,September,Monsoon,Yes,Humid,Medium,Couples,No,Medium,Low,Low
Kaas Plateau,Satara,March,Summer,No,Hot,Low,Families,No,Medium,Low,Medium
Panchgani,Satara,January,Winter,Yes,Pleasant,High,Families,No,Medium,Low,High
Pratapgad Fort,Satara,April,Summer,No,Humid,Low,Solo Travelers,No,Medium,Low,Medium
Shani Shingnapur,Ahmednagar,September,Monsoon,No,Humid,Low,Students,No,Low,High,Low
Pratapgad Fort,Satara,July,Monsoon,No,Humid,Low,Foreign Tourists,No,Low,Low,Low
Gateway of India,Mumbai,November,Post-Monsoon,No,Clear,Medium,Students,Yes,Low,Low,Low
Trimbakeshwar Temple,Nashik,October,Post-Monsoon,No,Clear,Medium,Families,No,Low,High,Medium
Raigad Fort,Raigad,April,Summer,Yes,Hot,Medium,Foreign Tourists,No,High,Low,High
Pratapgad Fort,Satara,April,Summer,Yes,Warm,Medium,Foreign Tourists,No,High,Low,Low
Kaas Plateau,Satara,January,Winter,No,Cool,Medium,Families,No,Low,Low,High
Kaas Plateau,Satara,October,Post-Monsoon,Yes,Pleasant,High,Couples,No,Medium,Low,Low
Ellora Caves,Aurangabad,June,Monsoon,No,Humid,Low,Students,No,Low,Low,Low
Mahabaleshwar,Satara,May,Summer,Yes,Warm,Medium,Families,No,High,Low,High
Ellora Caves,Aurangabad,December,Winter,No,Cool,Medium,Families,Yes,Low,Low,High
Ellora Caves,Aurangabad,March,Summer,No,Humid,Low,Solo Travelers,Yes,Medium,Low,High
